fCnt,rssi,dr,freq
1243,-84,5,916400000
1244,-84,5,915600000
1245,-82,5,915200000
1246,-83,5,916400000
1247,-83,5,916200000
1248,-81,5,915600000
1249,-82,5,915400000
1250,-82,5,915800000
1251,-82,5,915200000
1252,-81,5,916000000
1253,-82,5,915200000
1254,-84,5,916000000
1255,-83,5,916400000
1256,-83,5,915400000
1257,-82,5,916200000
1259,Sem resposta,5,915800000
1260,-82,5,915400000
1261,-82,5,916000000
1262,-82,5,915200000
1263,-83,5,916200000
1264,-82,5,916400000
1265,-81,5,915600000
1266,-84,5,915800000
1267,-84,5,915200000
1268,-86,5,915400000
1269,-84,5,915600000
1270,-85,5,916200000
1271,-83,5,915800000
1272,-84,5,916400000
1273,-82,5,916000000
1274,-82,5,916200000
1275,-83,5,916000000
1276,-82,5,915400000
1277,-85,5,915200000
1278,-88,5,915800000
1279,-82,5,916400000
1280,-83,5,915600000
1281,-85,5,915800000
1282,-83,5,915400000
1283,Sem resposta,5,915600000
1284,-83,5,915200000
1285,-85,5,916200000
1286,-83,5,916000000
1287,-82,5,916400000
1288,-84,5,916400000
1289,-85,5,916200000
1290,-82,5,915800000
1291,-83,5,915600000
1292,-84,5,915200000
1293,-90,5,916000000
1294,-83,5,915400000
1295,-83,5,915200000
1296,-90,5,915400000
1297,-86,5,916000000
1298,-83,5,915800000
1299,-84,5,916400000
1300,-85,5,915600000
1301,-86,5,916200000
1302,-84,5,915200000
1303,-90,5,916200000
1304,-85,5,916000000
1305,-85,5,915600000
1306,-85,5,915400000
1307,-85,5,916400000
1308,-90,5,915800000
1309,-87,5,915200000
1310,-85,5,916000000
1311,-90,5,915800000
1312,-88,5,915400000
1313,-85,5,916400000
1314,-93,5,915600000
1315,-91,5,916200000
1316,-92,5,916200000
1317,-88,5,915200000
1318,-87,5,916400000
1319,-92,5,915800000
1320,-91,5,916000000
1321,-93,5,915400000
1322,-88,5,915600000
1323,-88,5,915200000
1324,-86,5,915400000
1325,-90,5,916400000
1326,-91,5,916000000
1327,-94,5,915800000
1328,-90,5,915600000
1329,-88,5,916200000
1330,-92,5,915800000
1331,-90,5,915400000
1332,-92,5,916200000
1333,-93,5,915600000
1334,-88,5,915200000
1335,-88,5,916400000
1336,-97,5,916000000
1337,-92,5,915800000
1338,-88,5,915200000
1339,-88,5,915600000
1340,-90,5,915400000
1341,-88,5,916200000
1342,-94,5,916400000
1343,-96,5,916000000
1344,-93,5,916200000
1345,-93,5,915200000
1346,-87,5,916400000
1347,-96,5,915800000
1348,-92,5,915600000
1349,-87,5,915400000
1350,-87,5,916000000
1351,-91,5,915600000
1352,-87,5,915400000
1353,-87,5,916200000
1354,-105,5,915800000
1355,-102,5,915200000
1356,-95,5,916400000
1357,-84,5,916000000
1358,-83,5,916000000
1359,-84,5,915200000
1360,-95,5,915400000
1361,-93,5,915600000
1362,-85,5,916400000
1363,-95,5,915800000
1364,-91,5,916200000
1365,-84,5,916200000
1366,-90,5,915400000
1367,-85,5,916000000
1368,-98,5,916400000
1369,-95,5,915200000
1370,-75,5,915800000
1371,-92,5,915600000
1372,-81,5,915800000
1373,-85,5,915600000
1374,-79,5,915400000
1375,-92,5,916200000
1376,-86,5,915200000
1377,-84,5,916000000
1378,-79,5,916400000
1379,-86,5,915200000
1380,-79,5,915600000
1381,-83,5,916400000
1382,-90,5,915800000
1383,-77,5,916200000
1384,-84,5,916000000
1385,-83,5,915400000
1386,-93,5,915200000
1387,-100,5,916000000
1388,-102,5,915800000
1389,-93,5,915400000
1390,-103,5,916400000
1391,-103,5,915600000
1392,-96,5,916200000
1393,-101,5,916000000
1394,-95,5,915400000
1395,-113,5,916200000
1397,Sem resposta,5,916400000
1398,-101,5,915800000
1399,-101,5,915600000
1400,-103,5,915800000
1401,-97,5,916400000
1402,-104,5,915400000
1403,-96,5,916000000
1404,-93,5,915600000
1405,-99,5,915200000
1406,-96,5,916200000
1407,-96,5,916400000
1408,-96,5,915200000
1409,-98,5,916200000
1411,Sem resposta,5,915600000
1412,-92,5,915400000
1413,-93,5,916000000
1414,-92,5,915200000
1415,-86,5,916000000
1416,-88,5,916400000
1417,-91,5,915600000
1418,-87,5,915800000
1419,-84,5,916200000
1420,-84,5,915400000
1421,-78,5,915800000
1422,-90,5,915600000
1423,-83,5,915400000
1424,-87,5,915200000
1425,-97,5,916000000
1426,-93,5,916200000
1427,-88,5,916400000
1428,-88,5,915400000
1429,-94,5,915200000
1430,Sem resposta,5,916400000
1431,-88,5,916000000
1432,-82,5,915800000
1433,-96,5,916200000
1434,-84,5,915600000
1435,-88,5,916400000
1436,-91,5,915600000
1437,-83,5,915800000
1438,-90,5,915400000
1439,-87,5,916000000
1440,-94,5,916200000
1441,-85,5,915200000
1442,-83,5,915400000
1443,-84,5,915800000
1444,-92,5,915200000
1445,-88,5,915600000
1446,-96,5,916000000
1447,-82,5,916200000
1448,-95,5,916400000
1449,-99,5,915600000
1450,-83,5,915400000
1451,Sem resposta,5,916200000
1452,-84,5,915200000
1453,-83,5,916000000
1454,-81,5,916400000
1455,-85,5,915800000
1456,-80,5,915600000
1457,-85,5,916200000
1458,-98,5,915400000
1459,-83,5,916400000
1460,-81,5,916000000
1461,-88,5,915800000
1462,-87,5,915200000
1463,-84,5,916400000
1464,-93,5,915600000
1465,-84,5,916200000
1466,-80,5,915400000
1467,-86,5,915200000
1468,-85,5,916000000
1469,-85,5,915800000
1470,-87,5,915200000
1471,-88,5,915400000
1472,-104,5,915800000
1473,-93,5,915600000
1474,-96,5,916200000
1475,-90,5,916000000
1476,-95,5,916400000
1477,-88,5,915800000
1478,-84,5,916400000
1479,-86,5,915400000
1480,-84,5,916200000
1481,-84,5,916000000
1482,-83,5,915200000
1483,-81,5,915600000
1484,-94,5,916200000
1486,Sem resposta,5,915600000
1487,-84,5,916000000
1488,Sem resposta,5,916400000
1489,-97,5,915200000
1490,-90,5,915800000
1491,-96,5,915600000
1492,-93,5,915400000
1493,-94,5,915800000
1494,-88,5,916200000
1495,-88,5,915200000
1496,-87,5,916400000
1497,-88,5,916000000
1498,-90,5,915600000
1499,-91,5,916400000
1500,-91,5,915800000
1501,-91,5,915200000
1502,-84,5,916000000
1503,-91,5,915400000
1504,-92,5,916200000
1505,-97,5,915400000
1506,-92,5,916400000
1507,Sem resposta,5,916200000
1508,-87,5,915200000
1509,-95,5,916000000
1510,-94,5,915800000
1511,-90,5,915600000
1512,-88,5,915400000
1513,-85,5,916000000
1514,-95,5,915200000
1515,-93,5,916400000
1516,-94,5,915600000
1517,-93,5,916200000
1518,-98,5,915800000
1519,-99,5,915600000
1520,-95,5,916000000
1521,-95,5,916400000
1522,-97,5,915400000
1523,-93,5,915200000
1524,-96,5,916200000
1525,-96,5,915800000
1526,-96,5,915800000
1527,-96,5,916400000
1528,-96,5,915600000
1529,Sem resposta,5,915200000
1530,-95,5,916200000
1531,-96,5,915400000
1532,-94,5,916000000
1533,-94,5,915400000
1534,-94,5,916000000
1535,-94,5,916400000
1536,-96,5,916200000
1537,-96,5,915200000
1538,-95,5,915800000
1539,-96,5,915600000
1540,-96,5,915600000
1541,-96,5,916200000
1542,-96,5,916400000
1543,-98,5,915800000
1544,-99,5,915200000
1545,-96,5,916000000
1546,-94,5,915400000
1547,-98,5,915600000
1548,-93,5,916200000
1549,-91,5,915200000
1550,-96,5,916000000
1551,-91,5,916400000
1552,-91,5,915400000
1553,Sem resposta,5,915800000
1554,-91,5,916400000
1555,-92,5,915200000
1556,-95,5,916200000
1557,-91,5,915400000
1558,-93,5,915600000
1559,-92,5,916000000
1560,-90,5,915800000
1561,-92,5,916000000
1562,-90,5,915400000
1563,-95,5,916400000
1564,-91,5,916200000
1565,-91,5,915600000
1566,-93,5,915200000
1567,-95,5,915800000
1568,-92,5,915400000
1569,-94,5,916000000
1570,-91,5,916400000
1571,-92,5,916200000
1572,-91,5,915200000
1573,-98,5,915600000
1574,-95,5,915800000
1575,-94,5,915800000
1576,-94,5,915200000
1577,-96,5,916200000
1578,-92,5,916000000
1579,-91,5,916400000
1580,-94,5,915400000
1581,-95,5,915600000
1582,-93,5,916400000
1583,-91,5,916000000
1584,-91,5,915200000
1585,-97,5,915400000
1586,Sem resposta,5,915600000
1587,-94,5,916200000
1588,-91,5,915800000
1589,-93,5,915400000
1591,Sem resposta,5,915800000
1592,-99,5,916400000
1593,-97,5,915600000
1594,-98,5,915200000
1595,-107,5,916200000
1596,-98,5,916000000
1597,-98,5,915600000
1598,-99,5,916400000
1599,-98,5,916200000
1600,-98,5,915200000
1601,-99,5,915800000
1602,-98,5,915400000
1603,-101,5,915200000
1604,-103,5,915800000
1605,-102,5,915400000
1606,Sem resposta,5,916000000
1607,-78,5,915600000
1608,-99,5,916200000
1609,-86,5,916400000
1610,-90,5,915800000
1611,-86,5,915600000
1612,-82,5,916000000
1613,-82,5,915400000
1614,-87,5,916200000
1615,-86,5,916400000
1616,Sem resposta,5,915200000
1617,-94,5,915400000
1618,-94,5,916000000
1619,-88,5,916400000
1620,-99,5,915200000
1622,Sem resposta,5,915800000
1623,-91,5,916200000
1624,-90,5,915600000
1625,-92,5,916200000
1626,-85,5,915800000
1627,-87,5,916000000
1628,-96,5,915200000
1629,-91,5,916400000
1630,-100,5,915400000
1631,-96,5,915200000
1632,-87,5,915800000
1633,-96,5,916000000
1634,-94,5,916200000
1635,-98,5,916400000
1636,-98,5,915600000
1637,-101,5,915400000
1638,-96,5,916200000
1639,-96,5,915600000
1640,-93,5,915800000
1641,-105,5,915200000
1642,-103,5,916000000
1644,Sem resposta,5,916400000
1645,-100,5,915200000
1646,-98,5,916400000
1647,-109,5,915400000
1648,-103,5,915600000
1650,Sem resposta,5,916200000
1651,-104,5,915800000
1652,-105,5,915200000
1653,-97,5,915600000
1654,-101,5,915800000
1655,-101,5,916200000
1656,-97,5,916000000
1659,Sem resposta,5,915400000
1660,-87,5,915200000
1661,-86,5,916000000
1662,-87,5,915800000
1663,-78,5,916400000
1664,-78,5,916200000
1665,-84,5,915600000
1666,-86,5,916000000
1667,-83,5,915800000
1668,-80,5,916200000
1669,-91,5,915200000
1670,-87,5,916400000
1671,-88,5,915400000
1672,-86,5,915600000
1673,-82,5,916200000
1674,-88,5,915800000
1675,-85,5,915200000
1676,-87,5,916400000
1677,-91,5,916000000
1678,-91,5,915600000
1679,-96,5,915400000
1680,-91,5,915200000
1681,-93,5,915600000
1682,-79,5,916400000
1683,-86,5,916200000
1684,-82,5,915400000
1685,-88,5,915800000
1686,-79,5,916000000
1687,-86,5,916000000
1688,-90,5,915200000
1689,-82,5,916200000
1690,-83,5,915800000
1691,-90,5,915400000
1692,-82,5,915600000
1693,-85,5,916400000
1694,-82,5,915600000
1695,-80,5,915200000
1696,-75,5,915800000
1697,-78,5,916000000
1698,-82,5,915400000
1699,-78,5,916200000
1700,-77,5,916400000
1701,-79,5,915200000
1702,-77,5,915400000
1703,-83,5,915800000
1704,-76,5,915600000
1705,-76,5,916400000
1706,-82,5,916000000
1707,-85,5,916200000
1708,-85,5,915400000
1709,-91,5,916200000
1710,-80,5,915800000
1711,-82,5,916000000
1712,-91,5,915600000
1713,-84,5,915200000
1714,-83,5,916400000
1715,-84,5,915600000
1716,-81,5,915400000
1717,-91,5,915200000
1718,-82,5,916000000
1719,-83,5,916400000
1720,-86,5,915800000
1721,-86,5,916200000
1722,-86,5,916000000
1723,-87,5,915600000
1724,-79,5,915200000
1725,-77,5,915800000
1726,-79,5,915400000
1727,-79,5,916400000
1728,-77,5,916200000
1729,-82,5,915400000
1730,-79,5,915800000
1731,-79,5,916400000
1732,-80,5,916200000
1733,-86,5,916000000
1734,-84,5,915200000
1735,-80,5,915600000
1736,-79,5,915200000
1737,-80,5,915800000
1738,-80,5,916000000
1739,-80,5,916200000
1740,-79,5,915600000
1741,-84,5,915400000
1742,-84,5,916400000
1743,-84,5,916200000
1744,-80,5,915800000
1745,-80,5,915600000
1746,-86,5,916000000
1747,Sem resposta,5,915200000
1748,-78,5,916400000
1749,-78,5,915400000
1751,Sem resposta,5,916400000
1752,-75,5,915400000
1753,-76,5,915200000
1754,-78,5,915800000
1755,-77,5,916000000
1756,-77,5,916200000
1757,-76,5,915400000
1758,-75,5,916000000
1759,-75,5,915200000
1760,-76,5,915600000
1761,-76,5,915800000
1762,-76,5,916400000
1763,-77,5,916200000
1764,-77,5,916400000
1765,-77,5,916200000
1766,-77,5,915200000
1767,-76,5,916000000
1768,-76,5,915800000
1769,-77,5,915600000
1770,-78,5,915400000
1771,-78,5,916000000
1772,-77,5,916200000
1773,-78,5,915800000
1774,-77,5,915600000
1775,-77,5,915200000
1776,-76,5,916400000
1777,-79,5,915400000
1778,Sem resposta,5,915600000
1779,-81,5,916400000
1780,-79,5,915800000
1781,-80,5,915400000
1782,-79,5,916000000
1783,-80,5,916200000
1784,-79,5,915200000
1785,-79,5,916200000
1786,-81,5,915200000
1787,-77,5,915800000
1789,Sem resposta,5,916000000
1790,-79,5,915600000
1791,Sem resposta,5,916400000
1792,-79,5,916000000
1793,-78,5,915600000
1794,-78,5,915800000
1795,-78,5,916200000
1796,-78,5,915200000
1797,-79,5,915400000
1798,-76,5,916400000
1799,-78,5,916000000
1800,-79,5,915400000
1801,-77,5,915200000
1802,-78,5,915800000
1803,-79,5,915600000
1804,-79,5,916400000
1805,-77,5,916200000
1806,-78,5,916400000
1807,-78,5,915600000
1808,-78,5,915800000
1809,-78,5,915200000
1810,-77,5,915400000
1811,Sem resposta,5,916200000
1812,Sem resposta,5,916000000
1813,-77,5,915800000
1814,-77,5,916200000
1815,-76,5,915600000
1816,-77,5,915200000
1817,-77,5,915400000
1818,-76,5,916400000
1819,-77,5,916000000
1820,-77,5,915600000
1821,-77,5,915800000
1822,-77,5,916400000
1823,-77,5,916200000
1824,-78,5,915400000
1825,-76,5,916000000
1826,-79,5,915200000
1827,-76,5,915200000
1828,-77,5,916200000
1829,-77,5,916000000
1830,-78,5,915600000
1831,-78,5,915400000
1832,-76,5,915800000
1834,Sem resposta,5,916000000
1835,-78,5,915600000
1836,-76,5,916400000
1837,-76,5,915200000
1838,-78,5,915400000
1839,-77,5,915800000
1840,-78,5,916200000
1841,-78,5,916400000
1842,-78,5,915800000
1843,-76,5,915400000
1844,-77,5,915200000
1845,-77,5,916200000
1846,-77,5,915600000
1847,-77,5,916000000
1848,-79,5,916400000
1849,-80,5,915400000
1850,-78,5,915600000
1851,-79,5,916000000
1852,-78,5,915200000
1853,-76,5,916200000
1854,-78,5,915800000
1855,-75,5,916400000
1856,-77,5,916000000
1857,-78,5,916200000
1858,-75,5,915400000
1859,-70,5,915800000
1860,-73,5,915200000
1861,-73,5,915600000
1862,-73,5,915200000
1863,-71,5,915800000
1864,-73,5,916400000
1865,-71,5,915600000
1866,-70,5,916000000
1867,-71,5,915400000
1868,-71,5,916200000
1869,Sem resposta,5,915400000
1870,-71,5,916400000
1871,-73,5,915800000
1872,-70,5,916200000
1873,-74,5,916000000
1874,-73,5,915200000
1875,-71,5,915600000
1876,Sem resposta,5,915800000
1877,-82,5,915400000
1878,-88,5,916400000
1879,-82,5,916200000
1880,-77,5,915200000
1881,-77,5,915600000
1882,-78,5,916000000
1883,-88,5,915400000
1884,-84,5,915800000
1885,-78,5,916000000
1886,-75,5,915600000
1887,-76,5,916200000
1888,-84,5,915200000
1889,-85,5,916400000
1890,-90,5,916400000
1891,-82,5,915600000
1892,-95,5,916000000
1893,-91,5,915400000
1894,-93,5,916200000
1895,-92,5,915800000
1896,-91,5,915200000
1897,-96,5,915600000
1898,-99,5,916400000
1899,-99,5,915800000
1901,Sem resposta,5,916200000
1902,-107,5,916000000
1903,Sem resposta,5,915400000
1904,-100,5,916000000
1906,Sem resposta,5,916400000
1907,-110,5,915800000
1908,-103,5,915200000
1909,-108,5,916200000
1910,-101,5,915600000
1912,Sem resposta,5,915800000
1913,-103,5,915600000
1914,-95,5,916200000
1915,-97,5,916400000
1916,-97,5,915400000
1917,-103,5,915200000
1918,-107,5,916000000
1919,-100,5,916400000
1920,-96,5,916200000
1921,-95,5,915400000
1922,-95,5,915800000
1923,-100,5,915600000
1924,-92,5,915200000
1925,-96,5,916200000
1926,-88,5,916400000
1927,-86,5,915400000
1928,-100,5,915200000
1929,-87,5,916000000
1930,-83,5,915600000
1931,-88,5,915800000
1932,-92,5,916000000
1933,-90,5,916200000
1934,-77,5,915400000
1935,-82,5,916400000
1936,-80,5,915200000
1937,-85,5,915800000
1938,-94,5,915600000
1939,-86,5,916200000
1940,-85,5,915400000
1941,-87,5,916400000
1942,-85,5,915600000
1943,-78,5,915800000
1944,-79,5,915200000
1945,-98,5,916000000
1946,-96,5,915200000
1947,-95,5,916200000
1948,-90,5,915400000
1949,-86,5,915800000
1950,-90,5,916000000
1951,-90,5,916400000
1952,-101,5,915600000
1953,-90,5,915600000
1954,-88,5,916000000
1955,-90,5,916200000
1956,-95,5,916400000
1957,-97,5,915800000
1958,-87,5,915200000
1959,-98,5,915400000
1960,-96,5,916400000
1961,-87,5,916000000
1962,-83,5,916200000
1963,-84,5,915800000
1964,-80,5,915400000
1965,-84,5,915200000
1966,-87,5,915600000
1968,Sem resposta,5,915800000
1969,-86,5,915600000
1970,-94,5,916000000
1971,-98,5,915200000
1972,-97,5,915400000
1973,-85,5,916400000
1974,-93,5,915600000
1975,-90,5,915200000
1976,-90,5,916400000
1977,-91,5,915400000
1978,-93,5,916000000
1979,Sem resposta,5,916200000
1980,-85,5,915800000
1981,-97,5,915400000
1982,-95,5,915800000
1983,-94,5,915200000
1984,Sem resposta,5,915600000
1985,-98,5,916400000
1987,Sem resposta,5,916000000
1988,-91,5,915200000
1989,-93,5,915600000
1990,-91,5,916400000
1991,-91,5,916000000
1992,-88,5,916200000
1993,-90,5,915800000
1994,-92,5,915400000
1995,-101,5,916200000
1996,-94,5,915200000
1997,-99,5,915600000
1998,-95,5,916000000
1999,-93,5,915800000
2000,-101,5,915400000
2001,-99,5,916400000
2002,-98,5,915400000
2003,-94,5,915800000
2004,-95,5,916000000
2005,-90,5,915200000
2006,-94,5,916400000
2007,-97,5,916200000
2008,-90,5,915600000
2009,-99,5,916200000
2010,-102,5,915600000
2011,-92,5,915200000
2012,-93,5,915400000
2013,-92,5,915800000
2014,-93,5,916400000
2015,-90,5,916000000
2016,-94,5,916000000
2017,-92,5,915400000
2018,-100,5,916200000
2019,-95,5,916400000
2020,-96,5,915600000
2021,-105,5,915200000
2022,-96,5,915800000
2023,-96,5,915200000
2024,-101,5,916200000
2025,-93,5,916400000
2026,-94,5,915600000
2027,-95,5,915400000
2028,-95,5,916000000
2029,-87,5,915800000
2030,-90,5,915600000
2031,-90,5,916200000
2032,-87,5,916000000
2033,-88,5,915200000
2034,-92,5,915400000
2035,-93,5,915800000
2036,-96,5,916400000
2037,-91,5,916200000
2038,-91,5,916000000
2039,-92,5,915800000
2040,-94,5,916400000
2041,-92,5,915400000
2042,-91,5,915200000
2043,-96,5,915600000
2044,-94,5,916000000
2045,-90,5,916400000
2046,-91,5,915400000
2047,Sem resposta,5,916200000
2048,Sem resposta,5,915600000
2049,Sem resposta,5,915800000
2050,-92,5,915200000
2051,-99,5,915200000
2052,-98,5,915600000
2053,-98,5,916000000
2054,-96,5,915800000
2055,-100,5,916200000
2056,-98,5,915400000
2057,Sem resposta,5,916400000
2058,-96,5,916200000
2059,-93,5,916400000
2060,-94,5,916000000
2061,Sem resposta,5,915400000
2062,-104,5,915200000
2063,-100,5,915600000
2064,-97,5,915800000
2065,-94,5,915800000
2066,-99,5,916200000
2067,-103,5,915200000
2068,-101,5,916400000
2069,-93,5,916000000
2070,Sem resposta,5,915400000
2071,-93,5,915600000
2072,-91,5,915800000
2073,-90,5,915400000
2074,-93,5,915200000
2075,-101,5,916200000
2076,-96,5,915600000
2077,-86,5,916000000
2078,-87,5,916400000
2079,-87,5,915200000
2081,Sem resposta,5,916200000
2082,-87,5,916000000
2083,-85,5,916400000
2084,-90,5,915400000
2085,-87,5,915600000
2086,-95,5,916000000
2087,-94,5,915400000
2088,-93,5,915800000
2089,-94,5,915200000
2090,-99,5,916200000
2091,-96,5,915600000
2092,Sem resposta,5,916400000
2093,-103,5,916200000
2094,-88,5,915200000
2095,-88,5,915600000
2096,-98,5,915400000
2097,-93,5,915800000
2098,-93,5,916400000
2099,-92,5,916000000
2100,-92,5,915600000
2101,-87,5,916000000
2102,-90,5,915200000
2103,-97,5,916200000
2104,-87,5,915800000
2105,-91,5,916400000
2106,-87,5,915400000
2107,-91,5,916000000
2108,-90,5,916400000
2109,-87,5,915800000
2110,-92,5,915400000
2111,-95,5,915200000
2112,-94,5,915600000
2113,-90,5,916200000
2114,-88,5,916200000
2115,Sem resposta,5,916000000
2116,-101,5,916400000
2117,-87,5,915400000
2118,-96,5,915200000
2119,-95,5,915600000
2120,-91,5,915800000
2121,-85,5,915400000
2122,-91,5,915800000
2123,-90,5,915200000
2124,-87,5,915600000
2125,-84,5,916000000
2126,Sem resposta,5,916200000
2127,-96,5,916400000
2128,-92,5,916400000
2129,-81,5,915800000
2130,-85,5,915400000
2131,-98,5,916000000
2132,-92,5,915200000
2133,-87,5,915600000
2135,Sem resposta,5,915800000
2136,-95,5,916000000
2137,-95,5,915600000
2139,Sem resposta,5,916400000
2141,Sem resposta,5,916200000
2143,Sem resposta,5,915400000
2146,Sem resposta,5,916000000
2147,-98,5,915800000
2149,Sem resposta,5,916200000
2150,-100,5,915600000
2151,-97,5,915800000
2152,-98,5,915200000
2153,-94,5,916000000
2154,-98,5,915400000
2155,-85,5,916400000
2156,-91,5,916400000
2157,-103,5,915800000
2158,-98,5,915200000
2159,-93,5,916000000
2160,Sem resposta,5,916200000
2161,-101,5,915600000
2162,-91,5,915400000
2163,-87,5,915200000
2164,-88,5,915600000
2165,-92,5,915400000
2166,-94,5,916000000
2167,-90,5,915800000
2168,-85,5,916200000
2169,-87,5,916400000
2170,-102,5,915200000
2171,-88,5,915400000
2172,-98,5,916400000
2173,-85,5,915600000
2175,Sem resposta,5,916200000
2176,-95,5,915800000
2177,-91,5,915600000
2178,-95,5,916400000
2179,-99,5,915200000
2180,-87,5,916200000
2181,-92,5,916000000
2182,-95,5,915400000
2183,-92,5,915800000
2184,-84,5,915200000
2185,-105,5,915400000
2186,-96,5,915600000
2187,-94,5,916200000
2188,-94,5,915800000
2189,-87,5,916400000
2190,-91,5,916000000
2191,-99,5,915200000
2192,-92,5,916200000
2193,-88,5,915600000
2194,-86,5,916000000
2195,-90,5,915800000
2196,-93,5,916400000
2197,-87,5,915400000
2198,-93,5,915200000
2199,-94,5,916000000
2200,-100,5,915600000
2201,-99,5,915800000
2202,-83,5,916400000
2203,-90,5,915400000
2204,-90,5,916200000
2205,-91,5,915600000
2206,-88,5,915400000
2207,-91,5,916000000
2208,-88,5,915200000
2209,-91,5,916400000
2210,-84,5,916200000
2211,-92,5,915800000
2212,-83,5,915400000
2213,-95,5,915600000
2214,-83,5,915200000
2215,-96,5,916200000
2216,-93,5,916000000
2217,-96,5,915800000
2218,-97,5,916400000
2219,-96,5,915600000
2220,-99,5,916000000
2221,-90,5,916400000
2222,-95,5,915400000
2223,-94,5,915800000
2224,-91,5,915200000
2225,-90,5,916200000
2226,-87,5,915400000
2227,-103,5,915600000
2228,-91,5,915800000
2229,-90,5,916000000
2230,-90,5,916200000
2231,-90,5,915200000
2232,Sem resposta,5,916400000
2233,-93,5,916000000
2234,Sem resposta,5,915600000
2235,Sem resposta,5,916200000
2237,Sem resposta,5,915200000
2238,-99,5,915800000
2239,-103,5,915400000
2240,-106,5,915400000
2241,-95,5,916000000
2242,-94,5,916200000
2243,-95,5,915800000
2245,Sem resposta,5,915600000
2246,-96,5,915200000
2247,-93,5,915200000
2248,-97,5,915600000
2249,-93,5,916200000
2250,-94,5,916000000
2251,-93,5,916400000
2252,-100,5,915800000
2253,-94,5,915400000
2254,-92,5,916200000
2255,-92,5,915600000
2256,-93,5,916400000
2257,-91,5,915400000
2258,-90,5,915200000
2260,Sem resposta,5,916000000
2261,Sem resposta,5,915600000
2262,-88,5,916200000
2263,-101,5,916400000
2264,-101,5,916000000
2265,-91,5,915400000
2266,-94,5,915200000
2267,-95,5,915800000
2268,-86,5,915400000
2269,-91,5,916400000
2270,-88,5,916000000
2271,-93,5,916200000
2272,-95,5,915600000
2273,-93,5,915800000
2274,-93,5,915200000
2275,-98,5,916200000
2276,-101,5,915800000
2277,-97,5,915200000
2278,-100,5,916000000
2279,-97,5,915400000
2280,-95,5,915600000
2281,-99,5,916400000
2282,-98,5,915600000
2283,-95,5,915200000
2284,-104,5,915800000
2285,-92,5,915400000
2286,-96,5,916000000
2287,-90,5,916200000
2288,-87,5,916400000
2289,-87,5,915800000
2290,-91,5,916200000
2291,-91,5,916000000
2292,-87,5,916400000
2293,-92,5,915200000
2294,-96,5,915400000
2295,-93,5,915600000
2296,-84,5,916000000
2298,Sem resposta,5,915400000
2299,-91,5,915800000
2300,-90,5,915600000
2301,-90,5,916400000
2302,-95,5,915200000
2303,-93,5,916400000
2304,-93,5,915600000
2305,-90,5,915200000
2306,-92,5,916000000
2307,-91,5,916200000
2308,-95,5,915400000
2309,-94,5,915800000
2310,-96,5,916400000
2311,-95,5,915200000
2312,-92,5,915800000
2313,-93,5,915600000
2314,-92,5,916000000
2315,-91,5,916200000
2316,-91,5,915400000
2317,-92,5,916400000
2318,-95,5,915600000
2319,-92,5,915200000
2320,-91,5,916200000
2321,-96,5,915800000
2322,-93,5,916000000
2323,-90,5,915400000
2324,-92,5,916400000
2325,-96,5,915800000
2326,-96,5,916000000
2327,-96,5,916200000
2328,-91,5,915200000
2329,-100,5,915600000
2330,-90,5,915400000
2331,-92,5,915400000
2332,-96,5,915200000
2333,-91,5,915800000
2334,-94,5,916000000
2335,-88,5,915600000
2336,-93,5,916200000
2337,-92,5,916400000
2338,-91,5,916200000
2339,-100,5,915400000
2340,-97,5,915600000
2341,-100,5,915200000
2342,-101,5,916000000
2343,-98,5,915800000
2344,-98,5,916400000
2345,-100,5,916400000
2346,-99,5,915400000
2347,-99,5,915800000
2348,-102,5,916200000
2349,-109,5,916000000
2350,-103,5,915600000
2351,-100,5,915200000
2352,-100,5,915800000
2353,-96,5,915600000
2354,-94,5,915200000
2355,-91,5,916200000
2356,Sem resposta,5,916400000
2357,-93,5,915400000
2358,-91,5,916000000
2359,-93,5,916400000
2360,-93,5,915200000
2361,-91,5,915400000
2362,-92,5,915800000
2363,-94,5,916000000
2364,-94,5,916200000
2365,-93,5,915600000
2366,-91,5,916200000
2367,-94,5,915600000
2368,-91,5,916000000
2369,-95,5,915400000
2370,-94,5,915200000
2372,Sem resposta,5,916400000
2373,-104,5,916200000
2374,-91,5,916000000
2376,Sem resposta,5,916400000
2377,-91,5,915400000
2378,Sem resposta,5,915800000
2379,-98,5,915600000
2381,Sem resposta,5,915800000
2382,-102,5,915200000
2383,-91,5,916200000
2384,-90,5,916000000
2385,-96,5,915600000
2386,-95,5,916400000
2387,-107,5,915400000
2388,-101,5,916000000
2389,-92,5,916200000
2390,-87,5,915800000
