fCnt,data,adr,dr,frequency
1067,-93,False,5,916000000
1068,-98,False,5,915200000
1069,-87,False,5,915800000
1070,-90,False,5,915400000
1071,-87,False,5,915600000
1072,-86,False,5,915800000
1073,-86,False,5,915200000
1074,-85,False,5,916200000
1075,-85,False,5,916000000
1076,-85,False,5,916400000
1077,-85,False,5,915400000
1078,-84,False,5,915200000
1079,-84,False,5,915400000
1080,-84,False,5,916200000
1081,-91,False,5,915800000
1082,-91,False,5,916400000
1083,-88,False,5,915600000
1084,-88,False,5,916000000
1085,-87,False,5,915600000
1086,-88,False,5,916400000
1087,-87,False,5,915800000
1088,-88,False,5,916200000
1089,-88,False,5,915200000
1090,-86,False,5,916000000
1091,-86,False,5,915400000
1092,-87,False,5,915800000
1093,-86,False,5,916400000
1094,-87,False,5,915400000
1095,-84,False,5,916000000
1096,-86,False,5,915600000
1097,-87,False,5,915200000
1098,-79,False,5,916200000
1099,-76,False,5,916400000
1100,-82,False,5,915400000
1101,-81,False,5,915600000
1102,-81,False,5,915800000
1103,-92,False,5,916200000
1104,-91,False,5,915200000
1105,-87,False,5,916000000
1106,-87,False,5,916200000
1107,-79,False,5,916000000
1108,-80,False,5,915200000
1109,-77,False,5,915600000
1110,-84,False,5,916400000
1111,-79,False,5,915800000
1112,-85,False,5,915400000
1113,-76,False,5,915200000
1114,-82,False,5,916000000
1115,-76,False,5,916200000
1116,-82,False,5,916400000
1117,-83,False,5,915800000
1118,-86,False,5,915600000
1119,-81,False,5,915400000
1120,-82,False,5,916400000
1121,-94,False,5,916200000
1122,-84,False,5,915200000
1123,-78,False,5,915800000
1124,-77,False,5,915400000
1125,-84,False,5,915600000
1126,-86,False,5,916000000
1127,-88,False,5,916000000
1128,-79,False,5,915800000
1129,-85,False,5,915600000
1130,-83,False,5,915400000
1131,-90,False,5,916200000
1133,Sem resposta,False,5,916400000
1134,-91,False,5,915400000
1135,-81,False,5,916200000
1136,-92,False,5,915800000
1137,-91,False,5,915200000
1138,-94,False,5,916400000
1139,-105,False,5,916000000
1140,-94,False,5,915600000
1141,-94,False,5,915200000
1142,-88,False,5,916200000
1143,-101,False,5,916400000
1144,-91,False,5,916000000
1145,-95,False,5,915600000
1146,-102,False,5,915800000
1147,-90,False,5,915400000
1148,-96,False,5,915200000
1149,-102,False,5,915600000
1150,-100,False,5,915400000
1151,-97,False,5,916400000
1152,-97,False,5,916200000
1153,-92,False,5,915800000
1154,-95,False,5,916000000
1155,-83,False,5,915800000
1156,-90,False,5,915400000
1157,-82,False,5,916400000
1158,-83,False,5,916000000
1159,-81,False,5,915600000
1160,-83,False,5,916200000
1161,-80,False,5,915200000
1162,-91,False,5,916200000
1163,-88,False,5,916000000
1164,-80,False,5,915200000
1165,-90,False,5,915400000
1166,-88,False,5,916400000
1167,-93,False,5,915600000
1168,-80,False,5,915800000
1169,-91,False,5,916400000
1170,-101,False,5,915800000
1171,-90,False,5,916200000
1172,Sem resposta,False,5,916000000
1173,-88,False,5,915200000
1174,-87,False,5,915400000
1175,-86,False,5,915600000
1176,-94,False,5,916000000
1177,-84,False,5,916200000
1178,-85,False,5,916400000
1179,-92,False,5,915800000
1180,-80,False,5,915400000
1181,-85,False,5,915600000
1182,-82,False,5,915200000
1183,-88,False,5,916400000
1184,-95,False,5,915200000
1185,-83,False,5,916200000
1186,-81,False,5,915800000
1187,-80,False,5,916000000
1188,-85,False,5,915400000
1189,-81,False,5,915600000
1190,-81,False,5,915600000
1191,-79,False,5,915400000
1192,-77,False,5,916200000
1193,-75,False,5,915800000
1194,-82,False,5,915200000
1195,-87,False,5,916400000
1196,-79,False,5,916000000
1197,-79,False,5,916400000
1198,-83,False,5,916000000
1199,-79,False,5,915600000
1200,-83,False,5,915200000
1201,-79,False,5,916200000
1202,-95,False,5,915400000
1203,-88,False,5,915800000
1204,-82,False,5,915200000
1205,-80,False,5,915400000
1206,-83,False,5,916400000
1207,-85,False,5,916000000
1208,-96,False,5,916200000
1209,-92,False,5,915800000
1210,-84,False,5,915600000
1211,-84,False,5,915800000
1212,-83,False,5,915600000
1213,Sem resposta,False,5,916000000
1214,-86,False,5,915400000
1215,-90,False,5,916200000
1216,-86,False,5,916400000
1217,-86,False,5,915200000
1218,-100,False,5,915600000
1219,-87,False,5,916400000
1220,-93,False,5,915200000
1221,-94,False,5,915400000
1222,-82,False,5,915800000
1223,-83,False,5,916200000
1225,Sem resposta,False,5,915200000
1227,Sem resposta,False,5,916000000
1228,Sem resposta,False,5,915400000
1229,-82,False,5,916400000
1230,-85,False,5,915800000
1231,-84,False,5,916200000
1232,-85,False,5,916200000
1233,-85,False,5,916000000
1234,-84,False,5,915400000
1235,-85,False,5,915800000
1236,-85,False,5,915600000
1237,Sem resposta,False,5,915200000
1238,-87,False,5,916400000
1239,-86,False,5,916000000
1240,-86,False,5,915800000
1241,-82,False,5,915400000
1242,-82,False,5,916200000
1243,-84,False,5,916400000
1244,-84,False,5,915600000
1245,-82,False,5,915200000
1246,-83,False,5,916400000
1247,-83,False,5,916200000
1248,-81,False,5,915600000
1249,-82,False,5,915400000
1250,-82,False,5,915800000
1251,-82,False,5,915200000
1252,-81,False,5,916000000
1253,-82,False,5,915200000
1254,-84,False,5,916000000
1255,-83,False,5,916400000
1256,-83,False,5,915400000
1257,-82,False,5,916200000
1259,Sem resposta,False,5,915800000
1260,-82,False,5,915400000
1261,-82,False,5,916000000
1262,-82,False,5,915200000
1263,-83,False,5,916200000
1264,-82,False,5,916400000
1265,-81,False,5,915600000
1266,-84,False,5,915800000
1267,-84,False,5,915200000
1268,-86,False,5,915400000
1269,-84,False,5,915600000
1270,-85,False,5,916200000
1271,-83,False,5,915800000
1272,-84,False,5,916400000
1273,-82,False,5,916000000
1274,-82,False,5,916200000
1275,-83,False,5,916000000
1276,-82,False,5,915400000
1277,-85,False,5,915200000
1278,-88,False,5,915800000
1279,-82,False,5,916400000
1280,-83,False,5,915600000
1281,-85,False,5,915800000
1282,-83,False,5,915400000
1283,Sem resposta,False,5,915600000
1284,-83,False,5,915200000
1285,-85,False,5,916200000
1286,-83,False,5,916000000
1287,-82,False,5,916400000
1288,-84,False,5,916400000
1289,-85,False,5,916200000
1290,-82,False,5,915800000
1291,-83,False,5,915600000
1292,-84,False,5,915200000
1293,-90,False,5,916000000
1294,-83,False,5,915400000
1295,-83,False,5,915200000
1296,-90,False,5,915400000
1297,-86,False,5,916000000
1298,-83,False,5,915800000
1299,-84,False,5,916400000
1300,-85,False,5,915600000
1301,-86,False,5,916200000
1302,-84,False,5,915200000
1303,-90,False,5,916200000
1304,-85,False,5,916000000
1305,-85,False,5,915600000
1306,-85,False,5,915400000
1307,-85,False,5,916400000
1308,-90,False,5,915800000
1309,-87,False,5,915200000
1310,-85,False,5,916000000
1311,-90,False,5,915800000
1312,-88,False,5,915400000
1313,-85,False,5,916400000
1314,-93,False,5,915600000
1315,-91,False,5,916200000
1316,-92,False,5,916200000
1317,-88,False,5,915200000
1318,-87,False,5,916400000
1319,-92,False,5,915800000
1320,-91,False,5,916000000
1321,-93,False,5,915400000
1322,-88,False,5,915600000
1323,-88,False,5,915200000
1324,-86,False,5,915400000
1325,-90,False,5,916400000
1326,-91,False,5,916000000
1327,-94,False,5,915800000
1328,-90,False,5,915600000
1329,-88,False,5,916200000
1330,-92,False,5,915800000
1331,-90,False,5,915400000
1332,-92,False,5,916200000
1333,-93,False,5,915600000
1334,-88,False,5,915200000
1335,-88,False,5,916400000
1336,-97,False,5,916000000
1337,-92,False,5,915800000
1338,-88,False,5,915200000
1339,-88,False,5,915600000
1340,-90,False,5,915400000
1341,-88,False,5,916200000
1342,-94,False,5,916400000
1343,-96,False,5,916000000
1344,-93,False,5,916200000
1345,-93,False,5,915200000
1346,-87,False,5,916400000
1347,-96,False,5,915800000
1348,-92,False,5,915600000
1349,-87,False,5,915400000
1350,-87,False,5,916000000
1351,-91,False,5,915600000
1352,-87,False,5,915400000
1353,-87,False,5,916200000
1354,-105,False,5,915800000
1355,-102,False,5,915200000
1356,-95,False,5,916400000
1357,-84,False,5,916000000
1358,-83,False,5,916000000
1359,-84,False,5,915200000
1360,-95,False,5,915400000
1361,-93,False,5,915600000
1362,-85,False,5,916400000
1363,-95,False,5,915800000
1364,-91,False,5,916200000
1365,-84,False,5,916200000
1366,-90,False,5,915400000
1367,-85,False,5,916000000
1368,-98,False,5,916400000
1369,-95,False,5,915200000
1370,-75,False,5,915800000
1371,-92,False,5,915600000
1372,-81,False,5,915800000
1373,-85,False,5,915600000
1374,-79,False,5,915400000
1375,-92,False,5,916200000
1376,-86,False,5,915200000
1377,-84,False,5,916000000
1378,-79,False,5,916400000
1379,-86,False,5,915200000
1380,-79,False,5,915600000
1381,-83,False,5,916400000
1382,-90,False,5,915800000
1383,-77,False,5,916200000
1384,-84,False,5,916000000
1385,-83,False,5,915400000
1386,-93,False,5,915200000
1387,-100,False,5,916000000
1388,-102,False,5,915800000
1389,-93,False,5,915400000
1390,-103,False,5,916400000
1391,-103,False,5,915600000
1392,-96,False,5,916200000
1393,-101,False,5,916000000
1394,-95,False,5,915400000
1395,-113,False,5,916200000
1397,Sem resposta,False,5,916400000
1398,-101,False,5,915800000
1399,-101,False,5,915600000
1400,-103,False,5,915800000
1401,-97,False,5,916400000
1402,-104,False,5,915400000
1403,-96,False,5,916000000
1404,-93,False,5,915600000
1405,-99,False,5,915200000
1406,-96,False,5,916200000
1407,-96,False,5,916400000
1408,-96,False,5,915200000
1409,-98,False,5,916200000
1411,Sem resposta,False,5,915600000
1412,-92,False,5,915400000
1413,-93,False,5,916000000
1414,-92,False,5,915200000
1415,-86,False,5,916000000
1416,-88,False,5,916400000
1417,-91,False,5,915600000
1418,-87,False,5,915800000
1419,-84,False,5,916200000
1420,-84,False,5,915400000
1421,-78,False,5,915800000
1422,-90,False,5,915600000
1423,-83,False,5,915400000
1424,-87,False,5,915200000
1425,-97,False,5,916000000
1426,-93,False,5,916200000
1427,-88,False,5,916400000
1428,-88,False,5,915400000
1429,-94,False,5,915200000
1430,Sem resposta,False,5,916400000
1431,-88,False,5,916000000
1432,-82,False,5,915800000
1433,-96,False,5,916200000
1434,-84,False,5,915600000
1435,-88,False,5,916400000
1436,-91,False,5,915600000
1437,-83,False,5,915800000
1438,-90,False,5,915400000
1439,-87,False,5,916000000
1440,-94,False,5,916200000
1441,-85,False,5,915200000
1442,-83,False,5,915400000
1443,-84,False,5,915800000
1444,-92,False,5,915200000
1445,-88,False,5,915600000
1446,-96,False,5,916000000
1447,-82,False,5,916200000
1448,-95,False,5,916400000
1449,-99,False,5,915600000
1450,-83,False,5,915400000
1451,Sem resposta,False,5,916200000
1452,-84,False,5,915200000
1453,-83,False,5,916000000
1454,-81,False,5,916400000
1455,-85,False,5,915800000
1456,-80,False,5,915600000
1457,-85,False,5,916200000
1458,-98,False,5,915400000
1459,-83,False,5,916400000
1460,-81,False,5,916000000
1461,-88,False,5,915800000
1462,-87,False,5,915200000
1463,-84,False,5,916400000
1464,-93,False,5,915600000
1465,-84,False,5,916200000
1466,-80,False,5,915400000
1467,-86,False,5,915200000
1468,-85,False,5,916000000
1469,-85,False,5,915800000
1470,-87,False,5,915200000
1471,-88,False,5,915400000
1472,-104,False,5,915800000
1473,-93,False,5,915600000
1474,-96,False,5,916200000
1475,-90,False,5,916000000
1476,-95,False,5,916400000
1477,-88,False,5,915800000
1478,-84,False,5,916400000
1479,-86,False,5,915400000
1480,-84,False,5,916200000
1481,-84,False,5,916000000
1482,-83,False,5,915200000
1483,-81,False,5,915600000
1484,-94,False,5,916200000
1486,Sem resposta,False,5,915600000
1487,-84,False,5,916000000
1488,Sem resposta,False,5,916400000
1489,-97,False,5,915200000
1490,-90,False,5,915800000
1491,-96,False,5,915600000
1492,-93,False,5,915400000
1493,-94,False,5,915800000
1494,-88,False,5,916200000
1495,-88,False,5,915200000
1496,-87,False,5,916400000
1497,-88,False,5,916000000
1498,-90,False,5,915600000
1499,-91,False,5,916400000
1500,-91,False,5,915800000
1501,-91,False,5,915200000
1502,-84,False,5,916000000
1503,-91,False,5,915400000
1504,-92,False,5,916200000
1505,-97,False,5,915400000
1506,-92,False,5,916400000
1507,Sem resposta,False,5,916200000
1508,-87,False,5,915200000
1509,-95,False,5,916000000
1510,-94,False,5,915800000
1511,-90,False,5,915600000
1512,-88,False,5,915400000
1513,-85,False,5,916000000
1514,-95,False,5,915200000
1515,-93,False,5,916400000
1516,-94,False,5,915600000
1517,-93,False,5,916200000
1518,-98,False,5,915800000
1519,-99,False,5,915600000
1520,-95,False,5,916000000
1521,-95,False,5,916400000
1522,-97,False,5,915400000
1523,-93,False,5,915200000
1524,-96,False,5,916200000
1525,-96,False,5,915800000
1526,-96,False,5,915800000
1527,-96,False,5,916400000
1528,-96,False,5,915600000
1529,Sem resposta,False,5,915200000
1530,-95,False,5,916200000
1531,-96,False,5,915400000
1532,-94,False,5,916000000
1533,-94,False,5,915400000
1534,-94,False,5,916000000
1535,-94,False,5,916400000
1536,-96,False,5,916200000
1537,-96,False,5,915200000
1538,-95,False,5,915800000
1539,-96,False,5,915600000
1540,-96,False,5,915600000
1541,-96,False,5,916200000
1542,-96,False,5,916400000
1543,-98,False,5,915800000
1544,-99,False,5,915200000
1545,-96,False,5,916000000
1546,-94,False,5,915400000
1547,-98,False,5,915600000
1548,-93,False,5,916200000
1549,-91,False,5,915200000
1550,-96,False,5,916000000
1551,-91,False,5,916400000
1552,-91,False,5,915400000
1553,Sem resposta,False,5,915800000
1554,-91,False,5,916400000
1555,-92,False,5,915200000
1556,-95,False,5,916200000
1557,-91,False,5,915400000
1558,-93,False,5,915600000
1559,-92,False,5,916000000
1560,-90,False,5,915800000
1561,-92,False,5,916000000
1562,-90,False,5,915400000
1563,-95,False,5,916400000
1564,-91,False,5,916200000
1565,-91,False,5,915600000
1566,-93,False,5,915200000
1567,-95,False,5,915800000
1568,-92,False,5,915400000
1569,-94,False,5,916000000
1570,-91,False,5,916400000
1571,-92,False,5,916200000
1572,-91,False,5,915200000
1573,-98,False,5,915600000
1574,-95,False,5,915800000
1575,-94,False,5,915800000
1576,-94,False,5,915200000
1577,-96,False,5,916200000
1578,-92,False,5,916000000
1579,-91,False,5,916400000
1580,-94,False,5,915400000
1581,-95,False,5,915600000
1582,-93,False,5,916400000
1583,-91,False,5,916000000
1584,-91,False,5,915200000
1585,-97,False,5,915400000
1586,Sem resposta,False,5,915600000
1587,-94,False,5,916200000
1588,-91,False,5,915800000
1589,-93,False,5,915400000
1591,Sem resposta,False,5,915800000
1592,-99,False,5,916400000
1593,-97,False,5,915600000
1594,-98,False,5,915200000
1595,-107,False,5,916200000
1596,-98,False,5,916000000
1597,-98,False,5,915600000
1598,-99,False,5,916400000
1599,-98,False,5,916200000
1600,-98,False,5,915200000
1601,-99,False,5,915800000
1602,-98,False,5,915400000
1603,-101,False,5,915200000
1604,-103,False,5,915800000
1605,-102,False,5,915400000
1606,Sem resposta,False,5,916000000
1607,-78,False,5,915600000
1608,-99,False,5,916200000
1609,-86,False,5,916400000
1610,-90,False,5,915800000
1611,-86,False,5,915600000
1612,-82,False,5,916000000
1613,-82,False,5,915400000
1614,-87,False,5,916200000
1615,-86,False,5,916400000
1616,Sem resposta,False,5,915200000
1617,-94,False,5,915400000
1618,-94,False,5,916000000
1619,-88,False,5,916400000
1620,-99,False,5,915200000
1622,Sem resposta,False,5,915800000
1623,-91,False,5,916200000
1624,-90,False,5,915600000
1625,-92,False,5,916200000
1626,-85,False,5,915800000
1627,-87,False,5,916000000
1628,-96,False,5,915200000
1629,-91,False,5,916400000
1630,-100,False,5,915400000
1631,-96,False,5,915200000
1632,-87,False,5,915800000
1633,-96,False,5,916000000
1634,-94,False,5,916200000
1635,-98,False,5,916400000
1636,-98,False,5,915600000
1637,-101,False,5,915400000
1638,-96,False,5,916200000
1639,-96,False,5,915600000
1640,-93,False,5,915800000
1641,-105,False,5,915200000
1642,-103,False,5,916000000
1644,Sem resposta,False,5,916400000
1645,-100,False,5,915200000
1646,-98,False,5,916400000
1647,-109,False,5,915400000
1648,-103,False,5,915600000
1650,Sem resposta,False,5,916200000
1651,-104,False,5,915800000
1652,-105,False,5,915200000
1653,-97,False,5,915600000
1654,-101,False,5,915800000
1655,-101,False,5,916200000
1656,-97,False,5,916000000
1659,Sem resposta,False,5,915400000
1660,-87,False,5,915200000
1661,-86,False,5,916000000
1662,-87,False,5,915800000
1663,-78,False,5,916400000
1664,-78,False,5,916200000
1665,-84,False,5,915600000
1666,-86,False,5,916000000
1667,-83,False,5,915800000
1668,-80,False,5,916200000
1669,-91,False,5,915200000
1670,-87,False,5,916400000
1671,-88,False,5,915400000
1672,-86,False,5,915600000
1673,-82,False,5,916200000
1674,-88,False,5,915800000
1675,-85,False,5,915200000
1676,-87,False,5,916400000
1677,-91,False,5,916000000
1678,-91,False,5,915600000
1679,-96,False,5,915400000
1680,-91,False,5,915200000
1681,-93,False,5,915600000
1682,-79,False,5,916400000
1683,-86,False,5,916200000
1684,-82,False,5,915400000
1685,-88,False,5,915800000
1686,-79,False,5,916000000
1687,-86,False,5,916000000
1688,-90,False,5,915200000
1689,-82,False,5,916200000
1690,-83,False,5,915800000
1691,-90,False,5,915400000
1692,-82,False,5,915600000
1693,-85,False,5,916400000
1694,-82,False,5,915600000
1695,-80,False,5,915200000
1696,-75,False,5,915800000
1697,-78,False,5,916000000
1698,-82,False,5,915400000
1699,-78,False,5,916200000
1700,-77,False,5,916400000
1701,-79,False,5,915200000
1702,-77,False,5,915400000
1703,-83,False,5,915800000
1704,-76,False,5,915600000
1705,-76,False,5,916400000
1706,-82,False,5,916000000
1707,-85,False,5,916200000
1708,-85,False,5,915400000
1709,-91,False,5,916200000
1710,-80,False,5,915800000
1711,-82,False,5,916000000
1712,-91,False,5,915600000
1713,-84,False,5,915200000
1714,-83,False,5,916400000
1715,-84,False,5,915600000
1716,-81,False,5,915400000
1717,-91,False,5,915200000
1718,-82,False,5,916000000
1719,-83,False,5,916400000
1720,-86,False,5,915800000
1721,-86,False,5,916200000
1722,-86,False,5,916000000
1723,-87,False,5,915600000
1724,-79,False,5,915200000
1725,-77,False,5,915800000
1726,-79,False,5,915400000
1727,-79,False,5,916400000
1728,-77,False,5,916200000
1729,-82,False,5,915400000
1730,-79,False,5,915800000
1731,-79,False,5,916400000
1732,-80,False,5,916200000
1733,-86,False,5,916000000
1734,-84,False,5,915200000
1735,-80,False,5,915600000
1736,-79,False,5,915200000
1737,-80,False,5,915800000
1738,-80,False,5,916000000
1739,-80,False,5,916200000
1740,-79,False,5,915600000
1741,-84,False,5,915400000
1742,-84,False,5,916400000
1743,-84,False,5,916200000
1744,-80,False,5,915800000
1745,-80,False,5,915600000
1746,-86,False,5,916000000
1747,Sem resposta,False,5,915200000
1748,-78,False,5,916400000
1749,-78,False,5,915400000
1751,Sem resposta,False,5,916400000
1752,-75,False,5,915400000
1753,-76,False,5,915200000
1754,-78,False,5,915800000
1755,-77,False,5,916000000
1756,-77,False,5,916200000
1757,-76,False,5,915400000
1758,-75,False,5,916000000
1759,-75,False,5,915200000
1760,-76,False,5,915600000
1761,-76,False,5,915800000
1762,-76,False,5,916400000
1763,-77,False,5,916200000
1764,-77,False,5,916400000
1765,-77,False,5,916200000
1766,-77,False,5,915200000
1767,-76,False,5,916000000
1768,-76,False,5,915800000
1769,-77,False,5,915600000
1770,-78,False,5,915400000
1771,-78,False,5,916000000
1772,-77,False,5,916200000
1773,-78,False,5,915800000
1774,-77,False,5,915600000
1775,-77,False,5,915200000
1776,-76,False,5,916400000
1777,-79,False,5,915400000
1778,Sem resposta,False,5,915600000
1779,-81,False,5,916400000
1780,-79,False,5,915800000
1781,-80,False,5,915400000
1782,-79,False,5,916000000
1783,-80,False,5,916200000
1784,-79,False,5,915200000
1785,-79,False,5,916200000
1786,-81,False,5,915200000
1787,-77,False,5,915800000
1789,Sem resposta,False,5,916000000
1790,-79,False,5,915600000
1791,Sem resposta,False,5,916400000
1792,-79,False,5,916000000
1793,-78,False,5,915600000
1794,-78,False,5,915800000
1795,-78,False,5,916200000
1796,-78,False,5,915200000
1797,-79,False,5,915400000
1798,-76,False,5,916400000
1799,-78,False,5,916000000
1800,-79,False,5,915400000
1801,-77,False,5,915200000
1802,-78,False,5,915800000
1803,-79,False,5,915600000
1804,-79,False,5,916400000
1805,-77,False,5,916200000
1806,-78,False,5,916400000
1807,-78,False,5,915600000
1808,-78,False,5,915800000
1809,-78,False,5,915200000
1810,-77,False,5,915400000
1811,Sem resposta,False,5,916200000
1812,Sem resposta,False,5,916000000
1813,-77,False,5,915800000
1814,-77,False,5,916200000
1815,-76,False,5,915600000
1816,-77,False,5,915200000
1817,-77,False,5,915400000
1818,-76,False,5,916400000
1819,-77,False,5,916000000
1820,-77,False,5,915600000
1821,-77,False,5,915800000
1822,-77,False,5,916400000
1823,-77,False,5,916200000
1824,-78,False,5,915400000
1825,-76,False,5,916000000
1826,-79,False,5,915200000
1827,-76,False,5,915200000
1828,-77,False,5,916200000
1829,-77,False,5,916000000
1830,-78,False,5,915600000
1831,-78,False,5,915400000
1832,-76,False,5,915800000
1834,Sem resposta,False,5,916000000
1835,-78,False,5,915600000
1836,-76,False,5,916400000
1837,-76,False,5,915200000
1838,-78,False,5,915400000
1839,-77,False,5,915800000
1840,-78,False,5,916200000
1841,-78,False,5,916400000
1842,-78,False,5,915800000
1843,-76,False,5,915400000
1844,-77,False,5,915200000
1845,-77,False,5,916200000
1846,-77,False,5,915600000
1847,-77,False,5,916000000
1848,-79,False,5,916400000
1849,-80,False,5,915400000
1850,-78,False,5,915600000
1851,-79,False,5,916000000
1852,-78,False,5,915200000
1853,-76,False,5,916200000
1854,-78,False,5,915800000
1855,-75,False,5,916400000
1856,-77,False,5,916000000
1857,-78,False,5,916200000
1858,-75,False,5,915400000
1859,-70,False,5,915800000
1860,-73,False,5,915200000
1861,-73,False,5,915600000
1862,-73,False,5,915200000
1863,-71,False,5,915800000
1864,-73,False,5,916400000
1865,-71,False,5,915600000
1866,-70,False,5,916000000
1867,-71,False,5,915400000
1868,-71,False,5,916200000
1869,Sem resposta,False,5,915400000
1870,-71,False,5,916400000
1871,-73,False,5,915800000
1872,-70,False,5,916200000
1873,-74,False,5,916000000
1874,-73,False,5,915200000
1875,-71,False,5,915600000
1876,Sem resposta,False,5,915800000
1877,-82,False,5,915400000
1878,-88,False,5,916400000
1879,-82,False,5,916200000
1880,-77,False,5,915200000
1881,-77,False,5,915600000
1882,-78,False,5,916000000
1883,-88,False,5,915400000
1884,-84,False,5,915800000
1885,-78,False,5,916000000
1886,-75,False,5,915600000
1887,-76,False,5,916200000
1888,-84,False,5,915200000
1889,-85,False,5,916400000
1890,-90,False,5,916400000
1891,-82,False,5,915600000
1892,-95,False,5,916000000
1893,-91,False,5,915400000
1894,-93,False,5,916200000
1895,-92,False,5,915800000
1896,-91,False,5,915200000
1897,-96,False,5,915600000
1898,-99,False,5,916400000
1899,-99,False,5,915800000
1901,Sem resposta,False,5,916200000
1902,-107,False,5,916000000
1903,Sem resposta,False,5,915400000
1904,-100,False,5,916000000
1906,Sem resposta,False,5,916400000
1907,-110,False,5,915800000
1908,-103,False,5,915200000
1909,-108,False,5,916200000
1910,-101,False,5,915600000
1912,Sem resposta,False,5,915800000
1913,-103,False,5,915600000
1914,-95,False,5,916200000
1915,-97,False,5,916400000
1916,-97,False,5,915400000
1917,-103,False,5,915200000
1918,-107,False,5,916000000
1919,-100,False,5,916400000
1920,-96,False,5,916200000
1921,-95,False,5,915400000
1922,-95,False,5,915800000
1923,-100,False,5,915600000
1924,-92,False,5,915200000
1925,-96,False,5,916200000
1926,-88,False,5,916400000
1927,-86,False,5,915400000
1928,-100,False,5,915200000
1929,-87,False,5,916000000
1930,-83,False,5,915600000
1931,-88,False,5,915800000
1932,-92,False,5,916000000
1933,-90,False,5,916200000
1934,-77,False,5,915400000
1935,-82,False,5,916400000
1936,-80,False,5,915200000
1937,-85,False,5,915800000
1938,-94,False,5,915600000
1939,-86,False,5,916200000
1940,-85,False,5,915400000
1941,-87,False,5,916400000
1942,-85,False,5,915600000
1943,-78,False,5,915800000
1944,-79,False,5,915200000
1945,-98,False,5,916000000
1946,-96,False,5,915200000
1947,-95,False,5,916200000
1948,-90,False,5,915400000
1949,-86,False,5,915800000
1950,-90,False,5,916000000
1951,-90,False,5,916400000
1952,-101,False,5,915600000
1953,-90,False,5,915600000
1954,-88,False,5,916000000
1955,-90,False,5,916200000
1956,-95,False,5,916400000
1957,-97,False,5,915800000
1958,-87,False,5,915200000
1959,-98,False,5,915400000
1960,-96,False,5,916400000
1961,-87,False,5,916000000
1962,-83,False,5,916200000
1963,-84,False,5,915800000
1964,-80,False,5,915400000
1965,-84,False,5,915200000
1966,-87,False,5,915600000
1968,Sem resposta,False,5,915800000
1969,-86,False,5,915600000
1970,-94,False,5,916000000
1971,-98,False,5,915200000
1972,-97,False,5,915400000
1973,-85,False,5,916400000
1974,-93,False,5,915600000
1975,-90,False,5,915200000
1976,-90,False,5,916400000
1977,-91,False,5,915400000
1978,-93,False,5,916000000
1979,Sem resposta,False,5,916200000
1980,-85,False,5,915800000
1981,-97,False,5,915400000
1982,-95,False,5,915800000
1983,-94,False,5,915200000
1984,Sem resposta,False,5,915600000
1985,-98,False,5,916400000
1987,Sem resposta,False,5,916000000
1988,-91,False,5,915200000
1989,-93,False,5,915600000
1990,-91,False,5,916400000
1991,-91,False,5,916000000
1992,-88,False,5,916200000
1993,-90,False,5,915800000
1994,-92,False,5,915400000
1995,-101,False,5,916200000
1996,-94,False,5,915200000
1997,-99,False,5,915600000
1998,-95,False,5,916000000
1999,-93,False,5,915800000
2000,-101,False,5,915400000
2001,-99,False,5,916400000
2002,-98,False,5,915400000
2003,-94,False,5,915800000
2004,-95,False,5,916000000
2005,-90,False,5,915200000
2006,-94,False,5,916400000
2007,-97,False,5,916200000
2008,-90,False,5,915600000
2009,-99,False,5,916200000
2010,-102,False,5,915600000
2011,-92,False,5,915200000
2012,-93,False,5,915400000
2013,-92,False,5,915800000
2014,-93,False,5,916400000
2015,-90,False,5,916000000
2016,-94,False,5,916000000
2017,-92,False,5,915400000
2018,-100,False,5,916200000
2019,-95,False,5,916400000
2020,-96,False,5,915600000
2021,-105,False,5,915200000
2022,-96,False,5,915800000
2023,-96,False,5,915200000
2024,-101,False,5,916200000
2025,-93,False,5,916400000
2026,-94,False,5,915600000
2027,-95,False,5,915400000
2028,-95,False,5,916000000
2029,-87,False,5,915800000
2030,-90,False,5,915600000
2031,-90,False,5,916200000
2032,-87,False,5,916000000
2033,-88,False,5,915200000
2034,-92,False,5,915400000
2035,-93,False,5,915800000
2036,-96,False,5,916400000
2037,-91,False,5,916200000
2038,-91,False,5,916000000
2039,-92,False,5,915800000
2040,-94,False,5,916400000
2041,-92,False,5,915400000
2042,-91,False,5,915200000
2043,-96,False,5,915600000
2044,-94,False,5,916000000
2045,-90,False,5,916400000
2046,-91,False,5,915400000
2047,Sem resposta,False,5,916200000
2048,Sem resposta,False,5,915600000
2049,Sem resposta,False,5,915800000
2050,-92,False,5,915200000
2051,-99,False,5,915200000
2052,-98,False,5,915600000
2053,-98,False,5,916000000
2054,-96,False,5,915800000
2055,-100,False,5,916200000
2056,-98,False,5,915400000
2057,Sem resposta,False,5,916400000
2058,-96,False,5,916200000
2059,-93,False,5,916400000
2060,-94,False,5,916000000
2061,Sem resposta,False,5,915400000
2062,-104,False,5,915200000
2063,-100,False,5,915600000
2064,-97,False,5,915800000
2065,-94,False,5,915800000
2066,-99,False,5,916200000
2067,-103,False,5,915200000
2068,-101,False,5,916400000
2069,-93,False,5,916000000
2070,Sem resposta,False,5,915400000
2071,-93,False,5,915600000
