fCnt,freq,bw,sf,cr,rssi,channel,timestamp
1169,916400000,125,7,4/5,-85,6,1999815236
1170,915800000,125,7,4/5,-85,3,2000891251
1171,916200000,125,7,4/5,-78,5,2001967276
1172,916000000,125,7,4/5,-87,4,2004983587
1173,915200000,125,7,4/5,-93,0,2006059339
1174,915400000,125,7,4/5,-84,1,2007135355
1175,915600000,125,7,4/5,-87,2,2008211371
1176,916000000,125,7,4/5,-89,4,2009287395
1177,916200000,125,7,4/5,-87,5,2010363412
1178,916400000,125,7,4/5,-89,6,2011439428
1179,915800000,125,7,4/5,-90,3,2012515443
1180,915400000,125,7,4/5,-83,1,2013591459
1181,915600000,125,7,4/5,-91,2,2014667475
1182,915200000,125,7,4/5,-83,0,2015743499
1183,916400000,125,7,4/5,-84,6,2016819516
1184,915200000,125,7,4/5,-73,0,2017895531
1185,916200000,125,7,4/5,-81,5,2018971548
1186,915800000,125,7,4/5,-84,3,2020047563
1187,916000000,125,7,4/5,-85,4,2021123587
1188,915400000,125,7,4/5,-75,1,2022199603
1189,915600000,125,7,4/5,-87,2,2023275619
1190,915600000,125,7,4/5,-78,2,2024351635
1191,915400000,125,7,4/5,-72,1,2025427659
1192,916200000,125,7,4/5,-73,5,2026503676
1193,915800000,125,7,4/5,-71,3,2027579683
1194,915200000,125,7,4/5,-82,0,2028655707
1195,916400000,125,7,4/5,-75,6,2029731724
1196,916000000,125,7,4/5,-77,4,2030807747
1197,916400000,125,7,4/5,-78,6,2031883756
1198,916000000,125,7,4/5,-79,4,2032959779
1199,915600000,125,7,4/5,-79,2,2034035795
1200,915200000,125,7,4/5,-77,0,2035111819
1201,916200000,125,7,4/5,-71,5,2036187828
1202,915400000,125,7,4/5,-79,1,2037263851
1203,915800000,125,7,4/5,-89,3,2038339859
1204,915200000,125,7,4/5,-99,0,2039415883
1205,915400000,125,7,4/5,-87,1,2040491899
1206,916400000,125,7,4/5,-81,6,2041567916
1207,916000000,125,7,4/5,-82,4,2042643939
1208,916200000,125,7,4/5,-89,5,2043719956
1209,915800000,125,7,4/5,-82,3,2044795971
1210,915600000,125,7,4/5,-100,2,2045871987
1211,915800000,125,7,4/5,-90,3,2046948003
1212,915600000,125,7,4/5,-81,2,2048024019
1213,916000000,125,7,4/5,-87,4,2051040339
1214,915400000,125,7,4/5,-88,1,2052116091
1215,916200000,125,7,4/5,-88,5,2053192108
1216,916400000,125,7,4/5,-85,6,2054268124
1217,915200000,125,7,4/5,-90,0,2055344147
1218,915600000,125,7,4/5,-89,2,2056420163
1219,916400000,125,7,4/5,-88,6,2057496180
1220,915200000,125,7,4/5,-87,0,2058572195
1221,915400000,125,7,4/5,-84,1,2059648211
1222,915800000,125,7,4/5,-91,3,2060724227
1223,916200000,125,7,4/5,-92,5,2061800252
1225,915200000,125,7,4/5,-90,0,2065892579
1227,916000000,125,7,4/5,-98,4,2069984651
1228,915400000,125,7,4/5,-92,1,2072988699
1229,916400000,125,7,4/5,-94,6,2074064452
1230,915800000,125,7,4/5,-93,3,2075140467
1231,916200000,125,7,4/5,-91,5,2076216484
1232,916200000,125,7,4/5,-95,5,2077292500
1233,916000000,125,7,4/5,-97,4,2078368523
1234,915400000,125,7,4/5,-95,1,2079444539
1235,915800000,125,7,4/5,-94,3,2080520555
1236,915600000,125,7,4/5,-96,2,2081596571
1237,915200000,125,7,4/5,-99,0,2084612891
1238,916400000,125,7,4/5,-95,6,2085688644
1239,916000000,125,7,4/5,-102,4,2086764659
1240,915800000,125,7,4/5,-90,3,2087840675
1241,915400000,125,7,4/5,-86,1,2088916691
1242,916200000,125,7,4/5,-86,5,2089992716
1243,916400000,125,7,4/5,-89,6,2091068732
1244,915600000,125,7,4/5,-89,2,2092144747
1245,915200000,125,7,4/5,-93,0,2093220763
1246,916400000,125,7,4/5,-88,6,2094296780
1247,916200000,125,7,4/5,-90,5,2095372804
1248,915600000,125,7,4/5,-85,2,2096448819
1249,915400000,125,7,4/5,-100,1,2097524835
1250,915800000,125,7,4/5,-87,3,2098600851
1251,915200000,125,7,4/5,-90,0,2099676875
1252,916000000,125,7,4/5,-88,4,2100752891
1253,915200000,125,7,4/5,-91,0,2101828907
1254,916000000,125,7,4/5,-91,4,2102904923
1255,916400000,125,7,4/5,-87,6,2103980940
1256,915400000,125,7,4/5,-84,1,2105056963
1257,916200000,125,7,4/5,-91,5,2106132980
1259,915800000,125,7,4/5,-88,3,2110225307
1260,915400000,125,7,4/5,-91,1,2111301059
1261,916000000,125,7,4/5,-88,4,2112377083
1262,915200000,125,7,4/5,-91,0,2113453099
1263,916200000,125,7,4/5,-88,5,2114529116
1264,916400000,125,7,4/5,-89,6,2115605132
1265,915600000,125,7,4/5,-87,2,2116681147
1266,915800000,125,7,4/5,-89,3,2117757163
1267,915200000,125,7,4/5,-94,0,2118833187
1268,915400000,125,7,4/5,-90,1,2119909203
1269,915600000,125,7,4/5,-91,2,2120985219
1270,916200000,125,7,4/5,-93,5,2122061244
1271,915800000,125,7,4/5,-93,3,2123137251
1272,916400000,125,7,4/5,-94,6,2124213276
1273,916000000,125,7,4/5,-90,4,2125289299
1274,916200000,125,7,4/5,-90,5,2126365316
1275,916000000,125,7,4/5,-93,4,2127441331
1276,915400000,125,7,4/5,-97,1,2128517347
1277,915200000,125,7,4/5,-91,0,2129593371
1278,915800000,125,7,4/5,-91,3,2130669379
1279,916400000,125,7,4/5,-90,6,2131745404
1280,915600000,125,7,4/5,-88,2,2132821419
1281,915800000,125,7,4/5,-95,3,2133897435
1282,915400000,125,7,4/5,-92,1,2134973459
1283,915600000,125,7,4/5,-85,2,2137989763
1284,915200000,125,7,4/5,-91,0,2139065523
1285,916200000,125,7,4/5,-93,5,2140141540
1286,916000000,125,7,4/5,-90,4,2141217563
1287,916400000,125,7,4/5,-88,6,2142293572
1288,916400000,125,7,4/5,-93,6,2143369596
1289,916200000,125,7,4/5,-94,5,2144445612
1290,915800000,125,7,4/5,-91,3,2145521627
1291,915600000,125,7,4/5,-88,2,2146597651
1292,915200000,125,7,4/5,-91,0,2147673667
1293,916000000,125,7,4/5,-102,4,2148749683
1294,915400000,125,7,4/5,-98,1,2149825699
1295,915200000,125,7,4/5,-91,0,2150901723
1296,915400000,125,7,4/5,-99,1,2151977739
1297,916000000,125,7,4/5,-101,4,2153053755
1298,915800000,125,7,4/5,-96,3,2154129771
1299,916400000,125,7,4/5,-90,6,2155205788
1300,915600000,125,7,4/5,-97,2,2156281811
1301,916200000,125,7,4/5,-95,5,2157357828
1302,915200000,125,7,4/5,-93,0,2158433851
1303,916200000,125,7,4/5,-99,5,2159509868
1304,916000000,125,7,4/5,-93,4,2160585883
1305,915600000,125,7,4/5,-91,2,2161661899
1306,915400000,125,7,4/5,-91,1,2162737915
1307,916400000,125,7,4/5,-86,6,2163813932
1308,915800000,125,7,4/5,-89,3,2164889947
1309,915200000,125,7,4/5,-79,0,2165965971
1310,916000000,125,7,4/5,-83,4,2167041995
1311,915800000,125,7,4/5,-83,3,2168118003
1312,915400000,125,7,4/5,-83,1,2169194027
1313,916400000,125,7,4/5,-82,6,2170270044
1314,915600000,125,7,4/5,-85,2,2171346059
1315,916200000,125,7,4/5,-82,5,2172422076
1316,916200000,125,7,4/5,-83,5,2173498100
1317,915200000,125,7,4/5,-81,0,2174574115
1318,916400000,125,7,4/5,-83,6,2175650132
1319,915800000,125,7,4/5,-81,3,2176726147
1320,916000000,125,7,4/5,-84,4,2177802171
1321,915400000,125,7,4/5,-81,1,2178878187
1322,915600000,125,7,4/5,-82,2,2179954203
1323,915200000,125,7,4/5,-85,0,2181030227
1324,915400000,125,7,4/5,-81,1,2182106243
1325,916400000,125,7,4/5,-84,6,2183182260
1326,916000000,125,7,4/5,-80,4,2184258283
1327,915800000,125,7,4/5,-83,3,2185334291
1328,915600000,125,7,4/5,-81,2,2186410307
1329,916200000,125,7,4/5,-83,5,2187486332
1330,915800000,125,7,4/5,-81,3,2188562347
1331,915400000,125,7,4/5,-79,1,2189638371
1332,916200000,125,7,4/5,-81,5,2190714380
1333,915600000,125,7,4/5,-80,2,2191790395
1334,915200000,125,7,4/5,-83,0,2192866419
1335,916400000,125,7,4/5,-82,6,2193942436
1336,916000000,125,7,4/5,-84,4,2195018459
1337,915800000,125,7,4/5,-81,3,2196094467
1338,915200000,125,7,4/5,-82,0,2197170499
1339,915600000,125,7,4/5,-82,2,2198246507
1340,915400000,125,7,4/5,-82,1,2199322531
1341,916200000,125,7,4/5,-82,5,2200398548
1342,916400000,125,7,4/5,-82,6,2201474564
1343,916000000,125,7,4/5,-82,4,2202550587
1344,916200000,125,7,4/5,-81,5,2203626604
1345,915200000,125,7,4/5,-81,0,2204702619
1346,916400000,125,7,4/5,-82,6,2205778636
1347,915800000,125,7,4/5,-84,3,2206854651
1348,915600000,125,7,4/5,-82,2,2207930675
1349,915400000,125,7,4/5,-81,1,2209006691
1350,916000000,125,7,4/5,-81,4,2210082715
1351,915600000,125,7,4/5,-83,2,2211158723
1352,915400000,125,7,4/5,-81,1,2212234747
1353,916200000,125,7,4/5,-81,5,2213310764
1354,915800000,125,7,4/5,-82,3,2214386779
1355,915200000,125,7,4/5,-84,0,2215462803
1356,916400000,125,7,4/5,-81,6,2216538820
1357,916000000,125,7,4/5,-95,4,2217614835
1358,916000000,125,7,4/5,-85,4,2218690859
1359,915200000,125,7,4/5,-88,0,2219766875
1360,915400000,125,7,4/5,-89,1,2220842891
1361,915600000,125,7,4/5,-84,2,2221918907
1362,916400000,125,7,4/5,-88,6,2222994924
1363,915800000,125,7,4/5,-82,3,2224070939
1364,916200000,125,7,4/5,-93,5,2225146964
1365,916200000,125,7,4/5,-81,5,2226222980
1366,915400000,125,7,4/5,-95,1,2227298995
1367,916000000,125,7,4/5,-81,4,2228375019
1368,916400000,125,7,4/5,-79,6,2229451036
1369,915200000,125,7,4/5,-84,0,2230527051
1370,915800000,125,7,4/5,-81,3,2231603067
1371,915600000,125,7,4/5,-85,2,2232679083
1372,915800000,125,7,4/5,-73,3,2233755099
1373,915600000,125,7,4/5,-94,2,2234831123
1374,915400000,125,7,4/5,-84,1,2235907139
1375,916200000,125,7,4/5,-102,5,2236983164
1376,915200000,125,7,4/5,-79,0,2238059179
1377,916000000,125,7,4/5,-78,4,2239135195
1378,916400000,125,7,4/5,-87,6,2240211212
1379,915200000,125,7,4/5,-84,0,2241287235
1380,915600000,125,7,4/5,-75,2,2242363251
1381,916400000,125,7,4/5,-85,6,2243439268
1382,915800000,125,7,4/5,-84,3,2244515283
1383,916200000,125,7,4/5,-76,5,2245591308
1384,916000000,125,7,4/5,-83,4,2246667323
1385,915400000,125,7,4/5,-83,1,2247743339
1386,915200000,125,7,4/5,-87,0,2248819363
1387,916000000,125,7,4/5,-87,4,2249895379
1388,915800000,125,7,4/5,-95,3,2250971395
1389,915400000,125,7,4/5,-93,1,2252047411
1390,916400000,125,7,4/5,-90,6,2253123436
1391,915600000,125,7,4/5,-86,2,2254199451
1392,916200000,125,7,4/5,-97,5,2255275468
1393,916000000,125,7,4/5,-99,4,2256351491
1394,915400000,125,7,4/5,-97,1,2257427499
1395,916200000,125,7,4/5,-101,5,2258503524
1397,916400000,125,7,4/5,-101,6,2262595852
1398,915800000,125,7,4/5,-103,3,2263671603
1399,915600000,125,7,4/5,-100,2,2264747627
1400,915800000,125,7,4/5,-100,3,2265823643
1401,916400000,125,7,4/5,-101,6,2266899660
1402,915400000,125,7,4/5,-101,1,2267975683
1403,916000000,125,7,4/5,-101,4,2269051699
1404,915600000,125,7,4/5,-99,2,2270127707
1405,915200000,125,7,4/5,-95,0,2271203731
1406,916200000,125,7,4/5,-97,5,2272279748
1407,916400000,125,7,4/5,-97,6,2273355764
1408,915200000,125,7,4/5,-102,0,2274431787
1409,916200000,125,7,4/5,-97,5,2275507804
1411,915600000,125,7,4/5,-102,2,2279600131
1412,915400000,125,7,4/5,-94,1,2280675883
1413,916000000,125,7,4/5,-85,4,2281751907
1414,915200000,125,7,4/5,-96,0,2282827923
1415,916000000,125,7,4/5,-89,4,2283903939
1416,916400000,125,7,4/5,-99,6,2284979956
1417,915600000,125,7,4/5,-88,2,2286055971
1418,915800000,125,7,4/5,-82,3,2287131987
1419,916200000,125,7,4/5,-84,5,2288208012
1420,915400000,125,7,4/5,-101,1,2289284027
1421,915800000,125,7,4/5,-84,3,2290360043
1422,915600000,125,7,4/5,-88,2,2291436059
1423,915400000,125,7,4/5,-79,1,2292512083
1424,915200000,125,7,4/5,-91,0,2293588099
1425,916000000,125,7,4/5,-84,4,2294664115
1426,916200000,125,7,4/5,-83,5,2295740132
1427,916400000,125,7,4/5,-96,6,2296816148
1428,915400000,125,7,4/5,-89,1,2297892171
1429,915200000,125,7,4/5,-91,0,2298968187
1430,916400000,125,7,4/5,-88,6,2301984500
1431,916000000,125,7,4/5,-84,4,2303060259
1432,915800000,125,7,4/5,-91,3,2304136267
1433,916200000,125,7,4/5,-87,5,2305212292
1434,915600000,125,7,4/5,-83,2,2306288307
1435,916400000,125,7,4/5,-90,6,2307364324
1436,915600000,125,7,4/5,-102,2,2308440339
1437,915800000,125,7,4/5,-87,3,2309516355
1438,915400000,125,7,4/5,-93,1,2310592379
1439,916000000,125,7,4/5,-83,4,2311668395
1440,916200000,125,7,4/5,-88,5,2312744412
1441,915200000,125,7,4/5,-76,0,2313820435
1442,915400000,125,7,4/5,-90,1,2314896451
1443,915800000,125,7,4/5,-82,3,2315972459
1444,915200000,125,7,4/5,-85,0,2317048483
1445,915600000,125,7,4/5,-84,2,2318124499
1446,916000000,125,7,4/5,-88,4,2319200523
1447,916200000,125,7,4/5,-89,5,2320276540
1448,916400000,125,7,4/5,-90,6,2321352556
1449,915600000,125,7,4/5,-88,2,2322428571
1450,915400000,125,7,4/5,-81,1,2323504587
1451,916200000,125,7,4/5,-83,5,2326520900
1452,915200000,125,7,4/5,-85,0,2327596659
1453,916000000,125,7,4/5,-90,4,2328672675
1454,916400000,125,7,4/5,-89,6,2329748692
1455,915800000,125,7,4/5,-95,3,2330824707
1456,915600000,125,7,4/5,-93,2,2331900723
1457,916200000,125,7,4/5,-78,5,2332976748
1458,915400000,125,7,4/5,-84,1,2334052763
1459,916400000,125,7,4/5,-90,6,2335128780
1460,916000000,125,7,4/5,-94,4,2336204795
1461,915800000,125,7,4/5,-85,3,2337280811
1462,915200000,125,7,4/5,-81,0,2338356835
1463,916400000,125,7,4/5,-94,6,2339432844
1464,915600000,125,7,4/5,-91,2,2340508867
1465,916200000,125,7,4/5,-90,5,2341584884
1466,915400000,125,7,4/5,-81,1,2342660899
1467,915200000,125,7,4/5,-98,0,2343736923
1468,916000000,125,7,4/5,-84,4,2344812939
1469,915800000,125,7,4/5,-89,3,2345888947
1470,915200000,125,7,4/5,-82,0,2346964971
1471,915400000,125,7,4/5,-91,1,2348040987
1472,915800000,125,7,4/5,-102,3,2349117003
1473,915600000,125,7,4/5,-88,2,2350193019
1474,916200000,125,7,4/5,-91,5,2351269044
1475,916000000,125,7,4/5,-83,4,2352345059
1476,916400000,125,7,4/5,-83,6,2353421076
1477,915800000,125,7,4/5,-83,3,2354497091
1478,916400000,125,7,4/5,-79,6,2355573108
1479,915400000,125,7,4/5,-78,1,2356649131
1480,916200000,125,7,4/5,-79,5,2357725148
1481,916000000,125,7,4/5,-77,4,2358801163
1482,915200000,125,7,4/5,-78,0,2359877187
1483,915600000,125,7,4/5,-76,2,2360953195
1484,916200000,125,7,4/5,-81,5,2362029220
1486,915600000,125,7,4/5,-84,2,2368049579
1487,916000000,125,7,4/5,-83,4,2369125339
1488,916400000,125,7,4/5,-89,6,2372141644
1489,915200000,125,7,4/5,-94,0,2373217403
1490,915800000,125,7,4/5,-91,3,2374293411
1491,915600000,125,7,4/5,-91,2,2375369435
1492,915400000,125,7,4/5,-81,1,2376445451
1493,915800000,125,7,4/5,-85,3,2377521467
1494,916200000,125,7,4/5,-95,5,2378597492
1495,915200000,125,7,4/5,-93,0,2379673507
1496,916400000,125,7,4/5,-89,6,2380749524
1497,916000000,125,7,4/5,-89,4,2381825547
1498,915600000,125,7,4/5,-88,2,2382901555
1499,916400000,125,7,4/5,-87,6,2383977580
1500,915800000,125,7,4/5,-85,3,2385053595
1501,915200000,125,7,4/5,-85,0,2386129611
1502,916000000,125,7,4/5,-93,4,2387205635
1503,915400000,125,7,4/5,-87,1,2388281651
1504,916200000,125,7,4/5,-93,5,2389357668
1505,915400000,125,7,4/5,-91,1,2390433683
1506,916400000,125,7,4/5,-89,6,2391509700
1507,916200000,125,7,4/5,-101,5,2394526012
1508,915200000,125,7,4/5,-90,0,2395601771
1509,916000000,125,7,4/5,-99,4,2396677787
1510,915800000,125,7,4/5,-98,3,2397753795
1511,915600000,125,7,4/5,-97,2,2398829819
1512,915400000,125,7,4/5,-90,1,2399905835
1513,916000000,125,7,4/5,-93,4,2400981859
1514,915200000,125,7,4/5,-102,0,2402057875
1515,916400000,125,7,4/5,-90,6,2403133892
1516,915600000,125,7,4/5,-96,2,2404209907
1517,916200000,125,7,4/5,-96,5,2405285924
1518,915800000,125,7,4/5,-97,3,2406361939
1519,915600000,125,7,4/5,-99,2,2407437955
1520,916000000,125,7,4/5,-102,4,2408513979
1521,916400000,125,7,4/5,-101,6,2409589996
1522,915400000,125,7,4/5,-100,1,2410666011
1523,915200000,125,7,4/5,-102,0,2411742035
1524,916200000,125,7,4/5,-101,5,2412818052
1525,915800000,125,7,4/5,-102,3,2413894059
1526,915800000,125,7,4/5,-102,3,2414970083
1527,916400000,125,7,4/5,-102,6,2416046100
1528,915600000,125,7,4/5,-102,2,2417122115
1529,915200000,125,7,4/5,-102,0,2420138435
1530,916200000,125,7,4/5,-101,5,2421214188
1531,915400000,125,7,4/5,-103,1,2422290203
1532,916000000,125,7,4/5,-100,4,2423366219
1533,915400000,125,7,4/5,-98,1,2424442235
1534,916000000,125,7,4/5,-101,4,2425518259
1535,916400000,125,7,4/5,-99,6,2426594276
1536,916200000,125,7,4/5,-100,5,2427670292
1537,915200000,125,7,4/5,-100,0,2428746315
1538,915800000,125,7,4/5,-97,3,2429822323
1539,915600000,125,7,4/5,-99,2,2430898339
1540,915600000,125,7,4/5,-97,2,2431974363
1541,916200000,125,7,4/5,-99,5,2433050380
1542,916400000,125,7,4/5,-97,6,2434126396
1543,915800000,125,7,4/5,-100,3,2435202411
1544,915200000,125,7,4/5,-101,0,2436278435
1545,916000000,125,7,4/5,-100,4,2437354451
1546,915400000,125,7,4/5,-102,1,2438430467
1547,915600000,125,7,4/5,-101,2,2439506483
1548,916200000,125,7,4/5,-91,5,2440582508
1549,915200000,125,7,4/5,-97,0,2441658523
1550,916000000,125,7,4/5,-94,4,2442734539
1551,916400000,125,7,4/5,-94,6,2443810556
1552,915400000,125,7,4/5,-94,1,2444886571
1553,915800000,125,7,4/5,-94,3,2447902883
1554,916400000,125,7,4/5,-92,6,2448978636
1555,915200000,125,7,4/5,-96,0,2450054659
1556,916200000,125,7,4/5,-94,5,2451130676
1557,915400000,125,7,4/5,-94,1,2452206691
1558,915600000,125,7,4/5,-94,2,2453282707
1559,916000000,125,7,4/5,-94,4,2454358731
1560,915800000,125,7,4/5,-91,3,2455434747
1561,916000000,125,7,4/5,-92,4,2456510763
1562,915400000,125,7,4/5,-94,1,2457586779
1563,916400000,125,7,4/5,-93,6,2458662796
1564,916200000,125,7,4/5,-92,5,2459738820
1565,915600000,125,7,4/5,-95,2,2460814835
1566,915200000,125,7,4/5,-95,0,2461890851
1567,915800000,125,7,4/5,-94,3,2462966867
1568,915400000,125,7,4/5,-94,1,2464042891
1569,916000000,125,7,4/5,-94,4,2465118907
1570,916400000,125,7,4/5,-93,6,2466194924
1571,916200000,125,7,4/5,-92,5,2467270940
1572,915200000,125,7,4/5,-97,0,2468346963
1573,915600000,125,7,4/5,-93,2,2469422971
1574,915800000,125,7,4/5,-92,3,2470498987
1575,915800000,125,7,4/5,-95,3,2471575011
1576,915200000,125,7,4/5,-97,0,2472651035
1577,916200000,125,7,4/5,-91,5,2473727052
1578,916000000,125,7,4/5,-94,4,2474803067
1579,916400000,125,7,4/5,-94,6,2475879084
1580,915400000,125,7,4/5,-96,1,2476955099
1581,915600000,125,7,4/5,-96,2,2478031115
1582,916400000,125,7,4/5,-94,6,2479107132
1583,916000000,125,7,4/5,-95,4,2480183155
1584,915200000,125,7,4/5,-96,0,2481259171
1585,915400000,125,7,4/5,-94,1,2482335187
1586,915600000,125,7,4/5,-95,2,2485351499
1587,916200000,125,7,4/5,-95,5,2486427260
1588,915800000,125,7,4/5,-94,3,2487503275
1589,915400000,125,7,4/5,-96,1,2488579291
1591,915800000,125,7,4/5,-96,3,2492671619
1592,916400000,125,7,4/5,-95,6,2493747380
1593,915600000,125,7,4/5,-99,2,2494823395
1594,915200000,125,7,4/5,-98,0,2495899419
1595,916200000,125,7,4/5,-95,5,2496975436
1596,916000000,125,7,4/5,-96,4,2498051451
1597,915600000,125,7,4/5,-97,2,2499127467
1598,916400000,125,7,4/5,-95,6,2500203484
1599,916200000,125,7,4/5,-92,5,2501279500
1600,915200000,125,7,4/5,-100,0,2502355523
1601,915800000,125,7,4/5,-93,3,2503431531
1602,915400000,125,7,4/5,-96,1,2504507555
1603,915200000,125,7,4/5,-100,0,2505583579
1604,915800000,125,7,4/5,-95,3,2506659587
1605,915400000,125,7,4/5,-97,1,2507735611
1606,916000000,125,7,4/5,-94,4,2510751923
1607,915600000,125,7,4/5,-87,2,2511827675
1608,916200000,125,7,4/5,-84,5,2512903700
1609,916400000,125,7,4/5,-89,6,2513979708
1610,915800000,125,7,4/5,-100,3,2515055723
1611,915600000,125,7,4/5,-89,2,2516131747
1612,916000000,125,7,4/5,-82,4,2517207771
1613,915400000,125,7,4/5,-81,1,2518283787
1614,916200000,125,7,4/5,-97,5,2519359804
1615,916400000,125,7,4/5,-100,6,2520435820
1616,915200000,125,7,4/5,-92,0,2523452131
1617,915400000,125,7,4/5,-92,1,2524527883
1618,916000000,125,7,4/5,-96,4,2525603907
1619,916400000,125,7,4/5,-91,6,2526679924
1620,915200000,125,7,4/5,-93,0,2527755939
1622,915800000,125,7,4/5,-87,3,2531848267
1623,916200000,125,7,4/5,-83,5,2532924028
1624,915600000,125,7,4/5,-79,2,2534000043
1625,916200000,125,7,4/5,-82,5,2535076060
1626,915800000,125,7,4/5,-79,3,2536152075
1627,916000000,125,7,4/5,-93,4,2537228099
1628,915200000,125,7,4/5,-85,0,2538304115
1629,916400000,125,7,4/5,-93,6,2539380132
1630,915400000,125,7,4/5,-84,1,2540456155
1631,915200000,125,7,4/5,-88,0,2541532171
1632,915800000,125,7,4/5,-85,3,2542608179
1633,916000000,125,7,4/5,-79,4,2543684203
1634,916200000,125,7,4/5,-95,5,2544760220
1635,916400000,125,7,4/5,-96,6,2545836236
1636,915600000,125,7,4/5,-99,2,2546912251
1637,915400000,125,7,4/5,-97,1,2547988275
1638,916200000,125,7,4/5,-97,5,2549064292
1639,915600000,125,7,4/5,-95,2,2550140307
1640,915800000,125,7,4/5,-95,3,2551216323
1641,915200000,125,7,4/5,-101,0,2552292347
1642,916000000,125,7,4/5,-101,4,2553368363
1644,916400000,125,7,4/5,-97,6,2557460692
1645,915200000,125,7,4/5,-100,0,2558536451
1646,916400000,125,7,4/5,-102,6,2559612460
1647,915400000,125,7,4/5,-97,1,2560688483
1648,915600000,125,7,4/5,-99,2,2561764499
1650,916200000,125,7,4/5,-99,5,2565856828
1651,915800000,125,7,4/5,-100,3,2566932579
1652,915200000,125,7,4/5,-100,0,2568008603
1653,915600000,125,7,4/5,-102,2,2569084611
1654,915800000,125,7,4/5,-99,3,2570160627
1655,916200000,125,7,4/5,-99,5,2571236652
1656,916000000,125,7,4/5,-99,4,2572312667
1659,915400000,125,7,4/5,-89,1,2579409043
1660,915200000,125,7,4/5,-91,0,2580484803
1661,916000000,125,7,4/5,-87,4,2581560819
1662,915800000,125,7,4/5,-83,3,2582636827
1663,916400000,125,7,4/5,-77,6,2583712844
1664,916200000,125,7,4/5,-79,5,2584788868
1665,915600000,125,7,4/5,-84,2,2585864883
1666,916000000,125,7,4/5,-82,4,2586940899
1667,915800000,125,7,4/5,-81,3,2588016915
1668,916200000,125,7,4/5,-79,5,2589092932
1669,915200000,125,7,4/5,-84,0,2590168955
1670,916400000,125,7,4/5,-83,6,2591244972
1671,915400000,125,7,4/5,-81,1,2592320987
1672,915600000,125,7,4/5,-79,2,2593397003
1673,916200000,125,7,4/5,-85,5,2594473020
1674,915800000,125,7,4/5,-79,3,2595549035
1675,915200000,125,7,4/5,-83,0,2596625059
1676,916400000,125,7,4/5,-83,6,2597701068
1677,916000000,125,7,4/5,-81,4,2598777091
1678,915600000,125,7,4/5,-82,2,2599853107
1679,915400000,125,7,4/5,-83,1,2600929123
1680,915200000,125,7,4/5,-79,0,2602005139
1681,915600000,125,7,4/5,-84,2,2603081155
1682,916400000,125,7,4/5,-79,6,2604157172
1683,916200000,125,7,4/5,-72,5,2605233196
1684,915400000,125,7,4/5,-79,1,2606309211
1685,915800000,125,7,4/5,-76,3,2607385219
1686,916000000,125,7,4/5,-89,4,2608461243
1687,916000000,125,7,4/5,-97,4,2609537259
1688,915200000,125,7,4/5,-81,0,2610613283
1689,916200000,125,7,4/5,-84,5,2611689292
1690,915800000,125,7,4/5,-83,3,2612765307
1691,915400000,125,7,4/5,-81,1,2613841331
1692,915600000,125,7,4/5,-82,2,2614917347
1693,916400000,125,7,4/5,-75,6,2615993364
1694,915600000,125,7,4/5,-83,2,2617069379
1695,915200000,125,7,4/5,-84,0,2618145395
1696,915800000,125,7,4/5,-87,3,2619221411
1697,916000000,125,7,4/5,-79,4,2620297435
1698,915400000,125,7,4/5,-82,1,2621373451
1699,916200000,125,7,4/5,-89,5,2622449468
1700,916400000,125,7,4/5,-76,6,2623525484
1701,915200000,125,7,4/5,-73,0,2624601499
1702,915400000,125,7,4/5,-81,1,2625677515
1703,915800000,125,7,4/5,-73,3,2626753531
1704,915600000,125,7,4/5,-83,2,2627829547
1705,916400000,125,7,4/5,-85,6,2628905564
1706,916000000,125,7,4/5,-87,4,2629981587
1707,916200000,125,7,4/5,-79,5,2631057604
1708,915400000,125,7,4/5,-84,1,2632133619
1709,916200000,125,7,4/5,-82,5,2633209636
1710,915800000,125,7,4/5,-80,3,2634285651
1711,916000000,125,7,4/5,-78,4,2635361675
1712,915600000,125,7,4/5,-77,2,2636437683
1713,915200000,125,7,4/5,-88,0,2637513707
1714,916400000,125,7,4/5,-78,6,2638589724
1715,915600000,125,7,4/5,-87,2,2639665739
1716,915400000,125,7,4/5,-89,1,2640741755
1717,915200000,125,7,4/5,-76,0,2641817771
1718,916000000,125,7,4/5,-78,4,2642893795
1719,916400000,125,7,4/5,-82,6,2643969804
1720,915800000,125,7,4/5,-76,3,2645045819
1721,916200000,125,7,4/5,-80,5,2646121844
1722,916000000,125,7,4/5,-96,4,2647197859
1723,915600000,125,7,4/5,-89,2,2648273875
1724,915200000,125,7,4/5,-85,0,2649349891
1725,915800000,125,7,4/5,-79,3,2650425907
1726,915400000,125,7,4/5,-75,1,2651501923
1727,916400000,125,7,4/5,-78,6,2652577940
1728,916200000,125,7,4/5,-72,5,2653653956
1729,915400000,125,7,4/5,-74,1,2654729979
1730,915800000,125,7,4/5,-79,3,2655805987
1731,916400000,125,7,4/5,-75,6,2656882012
1732,916200000,125,7,4/5,-77,5,2657958028
1733,916000000,125,7,4/5,-77,4,2659034043
1734,915200000,125,7,4/5,-75,0,2661394083
1735,915600000,125,7,4/5,-72,2,2662470091
1736,915200000,125,7,4/5,-75,0,2663546115
1737,915800000,125,7,4/5,-73,3,2664622131
1738,916000000,125,7,4/5,-73,4,2665698147
